"","","","","Rapport N° :119/24-PS","","","",""
"","Résultats","LQ","","Résultats","LQ","","Résultats","LQ"
"Matière active","","","Matière active","","","Matière active","",""
"","(µg/l)","(µg/l)","","(µg/l)","(µg/l)","","(µg/l)","(µg/l)"
"Promecarb","<LQ","0,01","Quinoclamine","<LQ","0,01","Tepraloxydim","<LQ","0,01"
"Prometon","<LQ","0,01","Quinoxyfen","<LQ","0,01","Terbacil","<LQ","0,01"
"Prometryn","<LQ","0,01","Quintozene","<LQ","0,01","Terbufos","<LQ","0,01"
"Propachlore","<LQ","0,01","Quizalofop-p","<LQ","0,01","Terbufos sulfone","<LQ","0,01"
"Propagite","<LQ","0,01","Quizalofop-Ethyl","<LQ","0,01","Terbumeton","<LQ","0,01"
"Propamocarb","<LQ","0,01","Resmethrine","<LQ","0,01","Terbuthylazine","<LQ","0,01"
"Propanil","<LQ","0,01","Rimsulfuron","<LQ","0,01","Terbutryne","<LQ","0,01"
"Propaphos","<LQ","0,01","Rotenone","<LQ","0,01","Tetrachlorvinphos","<LQ","0,01"
"Propaquizafop","<LQ","0,01","Schradan","<LQ","0,01","Tetraconazole","<LQ","0,01"
"Propargite","<LQ","0,01","Sebuthylazine","<LQ","0,01","Tetradifon","<LQ","0,01"
"Propazine","<LQ","0,01","Secbumeton","<LQ","0,01","Tetramethrin peak 1","<LQ","0,01"
"Propetamphos","<LQ","0,01","Sethoxydim","<LQ","0,01","Tetramethrin peak 2","<LQ","0,01"
"Propham","<LQ","0,01","Siduron","<LQ","0,01","Tetramethrine","<LQ","0,01"
"Propiconazole","<LQ","0,01","Silafluorfen","<LQ","0,01","Tetrasul","<LQ","0,01"
"Propoxur","<LQ","0,01","Simazine","<LQ","0,01","Thadiazuron","<LQ","0,01"
"Propoxycarbazone","<LQ","0,01","Simeconazole","<LQ","0,01","Thiabendazole","<LQ","0,01"
"Propyzamide","<LQ","0,01","Simetryn","<LQ","0,01","Thiacloprid","<LQ","0,01"
"Proquinazid","<LQ","0,01","S-indoxacarb","<LQ","0,01","Thiadiazuron","<LQ","0,01"
"Prosulfocarbe","<LQ","0,01","S-Metolachlor","<LQ","0,01","Thiafanox","<LQ","0,01"
"Prosulfuron","<LQ","0,01","Spinetoram","<LQ","0,01","Thiafanox sulfone","<LQ","0,01"
"Prothioconazol","<LQ","0,01","Spinosad","<LQ","0,01","Thiafanox sulfoxide","<LQ","0,01"
"Prothiophos","<LQ","0,01","Spinosyn A","<LQ","0,01","Thiamethoxam","<LQ","0,01"
"Pymetrozine","<LQ","0,01","Spirodiclofen","<LQ","0,004","Thifluzamide","<LQ","0,01"
"Pyracarbolid","<LQ","0,01","Spiromesifen","<LQ","0,01","Thiobencarb","<LQ","0,01"
"Pyraclofos","<LQ","0,01","Spirotetramat","<LQ","0,01","Thiocyclam","<LQ","0,01"
"Pyraclostrobine","<LQ","0,01","Spiroxamine","<LQ","0,01","Thiodicarb","<LQ","0,01"
"Pyraflufen-Ethyl","<LQ","0,01","Sulfentrazone","<LQ","0,01","Thiofanox","<LQ","0,01"
"Pyrazophos","<LQ","0,01","Sulfosulfuron","<LQ","0,01","Thiometon","<LQ","0,01"
"Pyrethrins","<LQ","0,01","Sulfotep","<LQ","0,01","Thiophanate methyl","<LQ","0,01"
"Pyributicab","<LQ","0,01","Sulfoxaflor","<LQ","0,01","Toclofos-methyl","<LQ","0,01"
"Pyridaben","<LQ","0,01","Sulprofos","<LQ","0,01","Tolfenpyrad","<LQ","0,01"
"Pyridaphenthion","<LQ","0,01","Tau-Fluvalinate","<LQ","0,01","Tolylfluanide","<LQ","0,01"
"Pyridate","<LQ","0,01","TCMTB","<LQ","0,01","Tralkoxydim","<LQ","0,01"
"Pyrifenox","<LQ","0,01","Tebuconazole","<LQ","0,01","Transfluthrine","<LQ","0,01"
"Pyrimethanil","<LQ","0,01","Tebufenozide","<LQ","0,01","Triadimefone","<LQ","0,01"
"Pyrimidifen","<LQ","0,01","Tebufenpyrad","<LQ","0,01","Triadimenol","<LQ","0,01"
"Pyriproxyfene","<LQ","0,01","Tebuthiuron","<LQ","0,01","Tri-allate","<LQ","0,01"
"Pyroxsulam","<LQ","0,01","Tebupirimfos","<LQ","0,01","Triasulfuron","<LQ","0,01"
"Quinalphos","<LQ","0,01","Teflubenzuron_neg","<LQ","0,01","Triazophos","<LQ","0,01"
"Quinaxafen","<LQ","0,01","Tefluthrine","<LQ","0,01","Triazoxid","<LQ","0.01"
"Quinmerac","<LQ","0,01","Temephos","<LQ","0,01","Tribenuron methy","<LQ","0,01"
